time,qa(t),qb(t),f(t),f_amplitude
10.8,1.1578105400275767,-0.55805576778969,-0.4054313455666272,0.46
10.9,1.0991691563268307,-0.6102509008357557,-0.36840377326702095,0.46
11.0,1.036365276128862,-0.6410847646656729,-0.32310264645124825,0.46
11.100000000000001,0.9715490977558504,-0.6523448707505565,-0.2705453307641552,0.46
11.200000000000001,0.9065098729516683,-0.6460308442218344,-0.21191215020922677,0.46
11.3,0.8428749373759798,-0.6243606738606615,-0.14851987961608665,0.46
11.4,0.7820548555572242,-0.5896817506308777,-0.0817921727166332,0.46
11.5,0.7252434208926148,-0.5444708676790087,-0.013227589951426096,0.46
11.600000000000001,0.6734083563670967,-0.4910857644023428,0.05563405596709973,0.46
11.700000000000001,0.6272765565885217,-0.43083308212177124,0.1232462809285111,0.46
11.8,0.5874492159058251,-0.3649432576091939,0.18809066012348624,0.46
11.9,0.5544304458486042,-0.2945630528014995,0.2487109285914899,0.46
12.0,0.5286266368948657,-0.2207295240610127,0.3037456857922769,0.46
12.100000000000001,0.510346458471025,-0.14437002217549322,0.35195896972701535,0.46
12.200000000000001,0.49979360831311076,-0.06631107719728899,0.39226801398020167,0.46
12.3,0.497044592886447,0.012692291264530697,0.4237675643190545,0.46
12.4,0.5022288063377159,0.0920577863485838,0.445750208751963,0.46
12.5,0.5153903210775634,0.17108184439561014,0.45772226447673425,0.46
12.600000000000001,0.5364508167748954,0.24888574347659032,0.45941486493201067,0.46
12.700000000000001,0.5652095803568755,0.3244156033927397,0.45078999796059677,0.46
12.8,0.6013435060089282,0.39644238567551776,0.43204135948056005,0.46
12.9,0.6444070951747369,0.46356189358662103,0.40359000349249674,0.46
13.0,0.6938324565562444,0.5241947721179858,0.3660748861144143,0.46
13.100000000000001,0.7489324011014636,0.5765951146447111,0.3203385160048289,0.46
13.200000000000001,0.8089791144804395,0.6190759618281532,0.2674080334346404,0.46
13.3,0.872699991694802,0.6488788299439033,0.2084721429310231,0.46
13.4,0.9385222198306028,0.6632135217007075,0.14485441753644976,0.46
13.5,1.0047558063805793,0.6598049832337708,0.07798357421160289,0.46
13.600000000000001,1.0695935792441542,0.6368933041047566,0.009361387932572539,0.46
13.700000000000001,1.1311111867274326,0.593233717301789,-0.05947103493746686,0.46
13.8,1.1872670975432071,0.5280965992394495,-0.12696786657475642,0.46
13.9,1.2359026274444174,0.441267505919894,-0.19161327365525455,0.46
14.0,1.2749240932893535,0.33420268475025194,-0.25195545970316346,0.46
14.100000000000001,1.3024939256596213,0.21230252610563452,-0.30663926930988283,0.46
14.200000000000001,1.3172775544618551,0.08151148396349661,-0.3544366220029417,0.46
14.3,1.3186283789073805,-0.05243968872187771,-0.39427409228583454,0.46
14.4,1.3065877675122117,-0.18403394001936568,-0.425257016460496,0.46
14.5,1.2818507891832793,-0.3078589270292749,-0.4466895848451854,0.46
14.600000000000001,1.2454389650196656,-0.41805484957024186,-0.4580904681598587,0.46
14.700000000000001,1.1989007631383763,-0.510765011564394,-0.45920362714411395,0.46
14.8,1.1440270724320656,-0.5838165625427121,-0.4500040626469931,0.46
14.9,1.0827732905094296,-0.6364695347635229,-0.4306983770540177,0.46
15.0,1.0172567816543427,-0.6694141612397025,-0.4017201344430172,0.46
15.100000000000001,0.9494443947748183,-0.6843460370614507,-0.36372012366964934,0.46
15.200000000000001,0.8809633974379149,-0.683200289009172,-0.3175517430527234,0.46
15.3,0.8132942339035287,-0.6680516946412847,-0.26425183488777026,0.46
15.4,0.7477234353491478,-0.6410599417808838,-0.20501740020439327,0.46
15.5,0.6853436198698499,-0.6044696285157414,-0.14117871670371562,0.46
15.600000000000001,0.6270468402034459,-0.5604224170660418,-0.07416946358912527,0.46
15.700000000000001,0.5734991631673696,-0.5100434302741758,-0.005494524222200817,0.46
15.8,0.5252496930996101,-0.45433436699741114,0.06330381031326449,0.46
15.9,0.4827782930444513,-0.39421410365848486,0.13068047774400976,0.46
16.0,0.4464954448621057,-0.3304824544682228,0.19512234337501863,0.46
16.1,0.41674224922871417,-0.2638201714255388,0.25518218183263913,0.46
16.2,0.39378937102806616,-0.19478969698625995,0.3095111786264383,0.46
16.3,0.37781540983683104,-0.1238601683036342,0.3568892216148011,0.46
16.400000000000002,0.36900901098538635,-0.05142944063823138,0.39625230209320333,0.46
16.5,0.3675232120681119,0.022058437225346506,0.426716410135869,0.46
16.6,0.37344206199012103,0.09608301606798336,0.44759738755288014,0.46
16.7,0.3867806209672604,0.17004744623603119,0.458426292608166,0.46
16.8,0.40748496052611155,0.24327847764133048,0.45895993143991987,0.46
16.900000000000002,0.4354321635039883,0.31502645976119203,0.44918631967043726,0.46
17.0,0.47043032404893703,0.3844653416384056,0.42932495154940414,0.46
17.1,0.5122205597338766,0.4506851772124008,0.399821870586249,0.46
17.2,0.5604713739732423,0.5125224018082393,0.3613396523745381,0.46
17.3,0.6146684529720722,0.5685363383917611,0.3147425245725617,0.46
17.400000000000002,0.674111019614719,0.6171003131550177,0.2610769582133102,0.46
17.5,0.7379190573794374,0.6563979660259832,0.20154816622111402,0.46
17.6,0.805033310338392,0.6844232506685577,0.13749303692765538,0.46
17.7,0.8742152831576399,0.6989804344825581,0.0703501104422049,0.46
17.8,0.9440472410971512,0.6976840986037256,0.0016272721420569406,0.46
17.900000000000002,1.012934341014551,0.6779636463404362,-0.0671321111822078,0.46
18.0,1.0790677483393747,0.637827196583287,-0.13438385201756464,0.46
18.1,1.140134867697656,0.5769743747458548,-0.19861762125100374,0.46
18.2,1.193940864941785,0.49611579516030113,-0.2583908669053276,0.46
18.3,1.2385909663029209,0.39690403166106714,-0.3123612107466186,0.46
18.400000000000002,1.2724904583909764,0.2819336175848912,-0.3593165952053526,0.46
18.5,1.2943446853387655,0.1547410725788711,-0.39820250357639164,0.46
18.6,1.3031815682266124,0.020767182570909593,-0.4281456421907672,0.46
18.7,1.2986927426602322,-0.11238950758449973,-0.44847355270877515,0.46
18.8,1.281208457976298,-0.23821089332256618,-0.4587297140845581,0.46
18.900000000000002,1.2516009432178632,-0.3514886686936911,-0.45868379504458623,0.46
19.0,1.211284407134363,-0.44832432636348385,-0.44833682683150256,0.46
19.1,1.1622150381816065,-0.5261291576127698,-0.42792118004463237,0.46
19.200000000000003,1.1065581991489535,-0.5836097894412978,-0.397895346097286,0.46
19.3,1.0462052337721526,-0.6207673074496798,-0.3589336404880645,0.46
19.400000000000002,0.9831236673013025,-0.6384971407947172,-0.311911059128497,0.46
19.5,0.9191294176540397,-0.6383968378856295,-0.25788362782124885,0.46
19.6,0.8558846354574408,-0.6227655464954999,-0.19806468619724832,0.46
19.700000000000003,0.7948914438700717,-0.5945496506525016,-0.1337976387233854,0.46
19.8,0.7373114743659047,-0.5557522413833917,-0.0665257847343911,0.46
19.900000000000002,0.684071163443812,-0.5078556716517377,0.002240094958655388,0.46
20.0,0.6359912147454188,-0.45242849846946187,0.07095566694828867,0.46
20.1,0.593763199626064,-0.3908819241323529,0.1380777276296066,0.46
20.200000000000003,0.5579495571548119,-0.3244697962200795,0.20209886022628193,0.46
20.3,0.5289795435577911,-0.2542705200219571,0.2615812881215646,0.46
20.400000000000002,0.5071747313960093,-0.18102023722824678,0.315189164221434,0.46
20.5,0.4928283091506824,-0.10533697548051432,0.3617185712004106,0.46
20.6,0.48615803902395927,-0.02789549701200783,0.400124558889197,0.46
20.700000000000003,0.48730035526430937,0.050572806385349056,0.42954461160269874,0.46
20.8,0.4963103641665189,0.12927991336096573,0.44931801838284047,0.46
20.900000000000002,0.5131618440716937,0.20738117300559228,0.45900071114227664,0.46
21.0,0.537747245367256,0.28397530485130107,0.45837523747627745,0.46
21.1,0.5698861913622062,0.3581520188056384,0.44745564417493966,0.46
21.200000000000003,0.609332530816258,0.42882574070557167,0.4264871617625648,0.46
21.3,0.6556422481088668,0.494268336193957,0.3959406971487697,0.46
21.400000000000002,0.7081685291259511,0.5526062584687078,0.3565022580745096,0.46
21.5,0.7660654516000139,0.6018648305107551,0.3090575468571624,0.46
21.6,0.8282879851101581,0.6399682450840634,0.25467206942593856,0.46
21.700000000000003,0.8935919910820718,0.6647395647356175,0.19456720635581584,0.46
21.8,0.9605342227880346,0.6739007217954307,0.13009278329295035,0.46
21.900000000000002,1.027472325346925,0.6650725183765428,0.06269675678072516,0.46
22.0,1.0925648357242033,0.6357746263750198,-0.006107303722607361,0.46
22.1,1.1537730949178437,0.583788785653018,-0.07477420735089896,0.46
22.200000000000003,1.2087349363818694,0.5094139124380238,-0.14176184348571239,0.46
22.3,1.255098757661678,0.4143790250209739,-0.20556581423623785,0.46
22.400000000000002,1.2909325743235445,0.30147853418857656,-0.26475321997261786,0.46
22.5,1.3147374594126346,0.17461710456303348,-0.31799483916248933,0.46
22.6,1.325444816368823,0.038853915026689015,-0.36409497982097017,0.46
22.700000000000003,1.3224834167808548,-0.09893490867755131,-0.4020183321748729,0.46
22.8,1.3059706100845705,-0.231612070683538,-0.430913219488228,0.46
22.900000000000002,1.2766207546464927,-0.35332005301300434,-0.45013072488565853,0.46
23.0,1.2357265649877835,-0.4595122763021483,-0.45923926462642145,0.46
23.1,1.1851547423398807,-0.5469544489732265,-0.4580342805447857,0.46
23.200000000000003,1.1269411196764718,-0.6139784422435,-0.44654283398543315,0.46
23.3,1.0630793470615976,-0.6605385040100087,-0.42502299806399835,0.46
23.400000000000002,0.9955423010465283,-0.6874951280867012,-0.39395806190126315,0.46
23.5,0.9261683457538415,-0.6965349515901147,-0.3540456769914139,0.46
23.6,0.8566613328774031,-0.6901707549393823,-0.30618218945352693,0.46
23.700000000000003,0.7885121805540181,-0.671162580422728,-0.251442510030151,0.46
23.8,0.7228303007064979,-0.6413057797657514,-0.19105597390938617,0.46
23.900000000000002,0.6605739098699379,-0.6024382672195653,-0.1263787325068574,0.46
24.0,0.6025639761036389,-0.5562067897497398,-0.05886329722860615,0.46
24.1,0.5494833510780371,-0.5040588606166916,0.00997408080366353,0.46
24.200000000000003,0.5018767734675933,-0.4472414827118607,0.07858746248392207,0.46
24.3,0.46016088396556687,-0.38661377832378785,0.14543593918130832,0.46
24.400000000000002,0.4246790933756842,-0.3226958975570117,0.2090182382259638,0.46
24.5,0.39572780290675,-0.2560073997268235,0.2679064382566492,0.46
24.6,0.37355644673472255,-0.18705648693784271,0.3207780372561042,0.46
24.700000000000003,0.3583674920027211,-0.11634000408403355,0.36644565309520055,0.46
24.8,0.35031643882102226,-0.04434343884869779,0.40388368957573273,0.46
24.900000000000002,0.34951182026705996,0.02845907829553246,0.432251369109966,0.46
25.0,0.35599566527461557,0.10153035644970929,0.4509116147726498,0.46
25.1,0.369746026537598,0.17422041044900205,0.45944535767530303,0.46
25.200000000000003,0.3907726797191139,0.24612754023990363,0.4576609483499896,0.46
25.3,0.4189872207053172,0.31668054189059036,0.4455984607831983,0.46
25.400000000000002,0.45419299492314047,0.385103800873862,0.4235287924404991,0.46
25.5,0.49608509734028705,0.4504172920671241,0.3919475804934871,0.46
25.6,0.544250372465241,0.5114365797524079,0.35156407087743685,0.46
25.700000000000003,0.5981674143472573,0.5667728176163529,0.30328519015664757,0.46
25.8,0.6572065665763654,0.6148327487502152,0.24819517790901524,0.46
25.900000000000002,0.7206299222833767,0.6538187056498725,0.1875312370426021,0.46
26.0,0.7876194062158588,0.6818988206552411,0.12265574888557114,0.46
26.1,0.856925347080174,0.6968897300214135,0.05502567703867209,0.46
26.200000000000003,0.9268668017230741,0.6962771868843305,-0.01384015288619131,0.46
26.3,0.9957064346780669,0.6781117379571052,-0.08239516281483011,0.46
26.400000000000002,1.0616574708628088,0.6410279253768539,-0.14909975502007927,0.46
26.5,1.1228836955790893,0.584244286704702,-0.21245588816757716,0.46
26.6,1.1774994545128488,0.5075633549257734,-0.27104072009455255,0.46
26.700000000000003,1.2235700070512285,0.4113732418197063,-0.3235385617773237,0.46
26.8,1.2592513911092242,0.2980374420332204,-0.3687704248703299,0.46
26.900000000000002,1.283021287716963,0.17340611542579215,-0.4057204992426133,0.46
27.0,1.2939214567984243,0.043443049427540015,-0.4335589658834062,0.46
27.1,1.2916590645651933,-0.08621585272381238,-0.4516606328481302,0.46
27.200000000000003,1.276606683516458,-0.2102625719829051,-0.4596189757216343,0.46
27.3,1.2497575026805174,-0.32363320747362917,-0.45725526728015004,0.46
27.400000000000002,1.2123752417143014,-0.42141379920011834,-0.44462259131942,0.46
27.5,1.166165539188765,-0.5005750859819516,-0.4220046505070888,0.46
27.6,1.113005624709328,-0.5595660759051853,-0.3899093950324124,0.46
27.700000000000003,1.0548844618661248,-0.5981746799677118,-0.34905761514008976,0.46
27.8,0.9938965667380516,-0.6175172394275378,-0.30036675373528926,0.46
27.900000000000002,0.9319262977080047,-0.6193884140904335,-0.2449303025938938,0.46
28.0,0.8705682126103798,-0.60563456473588,-0.18399324489464158,0.46
28.1,0.811268331545401,-0.5782544647285066,-0.11892409558095308,0.46
28.200000000000003,0.7552809465390129,-0.5393370577535508,-0.05118416746565728,0.46
28.3,0.703668621542874,-0.49106145781685806,0.017705246704399373,0.46
28.400000000000002,0.6572915035610679,-0.435436371230211,0.08619703920372233,0.46
28.5,0.6168067936804741,-0.3735397901698137,0.15275303203232032,0.46
28.6,0.5827720275166217,-0.306441885949409,0.21587852107747296,0.46
28.700000000000003,0.5556542191907821,-0.23516450854008805,0.2741558439456998,0.46
28.8,0.5358291251799403,-0.16066489049241645,0.3262762176038371,0.46
28.900000000000002,0.5235812443167953,-0.0838356469364247,0.3710691308243818,0.46
29.0,0.5190999580402279,-0.00550954837644769,0.4075286313441916,0.46
29.1,0.5223975344413132,0.07344339439960323,0.43483591738361205,0.46
29.200000000000003,0.5335821819498615,0.15237375809851333,0.45237772616921096,0.46
29.3,0.5527033874065782,0.23053187524090113,0.4597601064935611,0.46
29.400000000000002,0.5796530609269116,0.30693157585228237,0.4568172660100452,0.46
29.5,0.6141655359010473,0.3803501874630512,0.4436152945715355,0.46
29.6,0.6558175689939153,0.44932853510850107,0.4204506799947777,0.46
29.700000000000003,0.7040283401451832,0.512170941328807,0.3878436495832223,0.46
29.8,0.7580594525692579,0.5669452261690338,0.34652648694332516,0.46
29.900000000000002,0.8170149327552922,0.6114827071791408,0.29742708647346083,0.46
30.0,0.8798468342367652,0.6433884431100209,0.2416481148561557,0.46
30.1,0.9453799612542367,0.6602953839742768,0.18044224754160343,0.46
30.200000000000003,1.0117446450938372,0.659507939744129,0.11518403635767399,0.46
30.3,1.0768754383953107,0.6388453393220519,0.047339040039199816,0.46
30.400000000000002,1.1387134258537035,0.5969548628766128,-0.021569089061639835,0.46
30.5,1.195206224219348,0.5333118418424792,-0.08999282292235207,0.46
30.6,1.2443079822978806,0.44821965892040627,-0.15639551199324614,0.46
30.700000000000003,1.283979380950227,0.34280974807725156,-0.2192858950334872,0.46
30.8,1.3122805201950647,0.21987624689780244,-0.2772515896236159,0.46
30.900000000000002,1.3277616487543364,0.08625615848016899,-0.3289908112297607,0.46
31.0,1.3295831287263435,-0.05107108829977136,-0.37334160847779135,0.46
31.1,1.3176232918594557,-0.1857933720958359,-0.4093079580761641,0.46
31.200000000000003,1.2924819392478732,-0.31224693865941666,-0.43608213335174534,0.46
31.3,1.255428162071729,-0.42536733928570203,-0.4530628440495444,0.46
31.400000000000002,1.2079689748090292,-0.5209105874796216,-0.4598687400155289,0.46
31.5,1.1519631893788846,-0.5966424835452557,-0.45634697549894404,0.46
31.6,1.0893740280135087,-0.6517915058468616,-0.44257664173835753,0.46
31.700000000000003,1.0222141134270473,-0.6869487030527568,-0.41886699074295536,0.46
31.8,0.9525122303772289,-0.7039743372151049,-0.385750490159119,0.46
31.900000000000002,0.8819658367967609,-0.7049724671418407,-0.3439708651950224,0.46
32.0,0.8120185076981458,-0.6920982807623796,-0.29446639615583187,0.46
32.1,0.7439357093707138,-0.6675079946611862,-0.23834884669086207,0.46
32.2,0.6787925563775368,-0.6333150004688369,-0.17687849597884303,0.46
32.300000000000004,0.6174738115554168,-0.5915898648620193,-0.11143583557455114,0.46
32.4,0.5606688461250858,-0.5439367347980497,-0.04349056654466524,0.46
32.5,0.5088953865375155,-0.4912040931345297,0.025431406849721894,0.46
32.6,0.4625958971705646,-0.43422686479833733,0.09378224567312433,0.46
32.7,0.4221567990191182,-0.3737382401232864,0.16002693744123064,0.46
32.800000000000004,0.38790846971882403,-0.3103696705103164,0.22267776919201418,0.46
32.9,0.3601252435460942,-0.24465086842749734,0.280327738311529,0.46
33.0,0.33902212022506206,-0.1770125480272363,0.33168215077931784,0.46
33.1,0.3247350422731153,-0.10784022842223828,0.37558769720489227,0.46
33.2,0.3174238900867974,-0.03750439995555843,0.41105835367027455,0.46
33.300000000000004,0.3172080895711458,0.03357693604300424,0.43729752570145236,0.46
33.4,0.32414357324039145,0.10492319757788937,0.4537159380629036,0.46
33.5,0.338222780217961,0.17599122198779582,0.45994486860898837,0.46
33.6,0.35937465623647424,0.24617526594565092,0.4558444289884172,0.46
33.7,0.3874646536377456,0.3148070054586311,0.44150670623504573,0.46
33.800000000000004,0.4222947313727835,0.3811555358681569,0.41725369469161844,0.46
33.9,0.46360402164885,0.444422949417101,0.3836300647110119,0.46
34.0,0.5110749847114657,0.5035843692720806,0.34139093053434,0.46
34.1,0.5642471336698657,0.5574539180819932,0.2914848920530433,0.46
34.2,0.6224947415767498,0.6046886216274971,0.23503273130037933,0.46
34.300000000000004,0.6850358570441122,0.6437393474033559,0.1733022421032134,0.46
34.4,0.7509323042432368,0.672850804618437,0.10767975816587846,0.46
34.5,0.819089682904716,0.6900615441957187,0.039639019003916365,0.46
34.6,0.8882573683184225,0.6932039587722781,-0.029291927068219228,0.46
34.7,0.957035955430782,0.6799237130067353,-0.09756503960804724,0.46
34.800000000000004,1.0237994142462525,0.6484278010994681,-0.1636470516960239,0.46
34.9,1.0864290202465425,0.5980454003528929,-0.22605390380501555,0.46
35.0,1.1429126625384425,0.5289391356554238,-0.2833840725778531,0.46
35.1,1.1914584779318775,0.44212150227539726,-0.33435004602040286,0.46
35.2,1.2304948509399274,0.33945486586105805,-0.37780723824526263,0.46
35.300000000000004,1.2586704137788196,0.2236514624405631,-0.4127796944032122,0.46
35.4,1.2748733117534066,0.09886765332028709,-0.4384820085250851,0.46
35.5,1.2785313896415578,-0.02801892864675673,-0.4543369620466085,0.46
35.6,1.269693547235453,-0.15055487569617731,-0.4599884868929378,0.46
35.7,1.248937134541075,-0.26344406862747366,-0.45530966199998946,0.46
35.800000000000004,1.2173672399499018,-0.3625436360600507,-0.4404055636879117,0.46
35.9,1.1766166902389095,-0.4448639544332148,-0.4156109058734657,0.46
36.0,1.1287395477286029,-0.5085198803932973,-0.3814825231170491,0.46
36.1,1.0755367492968326,-0.5525943730069544,-0.33878686531894525,0.46
36.2,1.018924981261466,-0.5773193753737879,-0.2884827849069254,0.46
36.300000000000004,0.9607443684519291,-0.5837107499141513,-0.23170000307787902,0.46
36.4,0.9027067907734745,-0.5735282793152331,-0.1697137386952752,0.46
36.5,0.8463958832071636,-0.5492756665310525,-0.10391606962268123,0.46
36.6,0.7931726261332217,-0.5134737457920068,-0.035784669656115285,0.46
36.7,0.7440568873801722,-0.46746757805415706,0.033150376843753444,0.46
36.800000000000004,0.6999724228869574,-0.4128799740962241,0.10134093734768351,0.46
36.9,0.6617032119140798,-0.35124006603907065,0.16725559887687946,0.46
37.0,0.6298920822402256,-0.2839730263594801,0.2294140602369834,0.46
37.1,0.6050392444381043,-0.2123982558736608,0.28642037639153256,0.46
37.2,0.5874803285726323,-0.13756084813042752,0.33699430837801914,0.46
37.300000000000004,0.5775318426818739,-0.06022853593854091,0.3800000747149576,0.46
37.4,0.5754341268836712,0.01875238170433738,0.4144718586053501,0.46
37.5,0.5813100096847461,0.09843154514244123,0.4396354980997792,0.46
